"year","ethnicity","gender","demographic","wages"
2021,"black",NA,"some_college",21.26
2022,"black",NA,"some_college",21.34
1973,"hispanic","men","advanced_degree",42.61
1974,"hispanic","men","advanced_degree",30.49
1975,"hispanic","men","advanced_degree",26.52
1976,"hispanic","men","advanced_degree",42.59
1977,"hispanic","men","advanced_degree",32.92
1978,"hispanic","men","advanced_degree",41.47
1979,"hispanic","men","advanced_degree",35.93
1980,"hispanic","men","advanced_degree",35.93
1981,"hispanic","men","advanced_degree",37.31
1982,"hispanic","men","advanced_degree",34.9
1983,"hispanic","men","advanced_degree",36.37
1984,"hispanic","men","advanced_degree",37.26
1985,"hispanic","men","advanced_degree",39.07
1986,"hispanic","men","advanced_degree",41.2
1987,"hispanic","men","advanced_degree",40.41
1988,"hispanic","men","advanced_degree",42.37
1989,"hispanic","men","advanced_degree",41.39
1990,"hispanic","men","advanced_degree",38.94
1991,"hispanic","men","advanced_degree",38.59
1992,"hispanic","men","advanced_degree",37.89
1993,"hispanic","men","advanced_degree",39.16
1994,"hispanic","men","advanced_degree",46.22
1995,"hispanic","men","advanced_degree",45.82
1996,"hispanic","men","advanced_degree",43.3
1997,"hispanic","men","advanced_degree",40.93
1998,"hispanic","men","advanced_degree",42.99
1999,"hispanic","men","advanced_degree",50.16
2000,"hispanic","men","advanced_degree",46.32
2001,"hispanic","men","advanced_degree",42.04
2002,"hispanic","men","advanced_degree",46.8
2003,"hispanic","men","advanced_degree",45.53
2004,"hispanic","men","advanced_degree",46.33
2005,"hispanic","men","advanced_degree",47.16
2006,"hispanic","men","advanced_degree",45.71
2007,"hispanic","men","advanced_degree",49.2
2008,"hispanic","men","advanced_degree",48.34
2009,"hispanic","men","advanced_degree",50.66
2010,"hispanic","men","advanced_degree",52.64
2011,"hispanic","men","advanced_degree",48.76
2012,"hispanic","men","advanced_degree",48.5
2013,"hispanic","men","advanced_degree",51.37
2014,"hispanic","men","advanced_degree",52.55
2015,"hispanic","men","advanced_degree",48.49
2016,"hispanic","men","advanced_degree",50.81
2017,"hispanic","men","advanced_degree",50.58
2018,"hispanic","men","advanced_degree",51.27
2019,"hispanic","men","advanced_degree",52.24
2020,"hispanic","men","advanced_degree",53.58
2021,"hispanic","men","advanced_degree",55.6
2022,"hispanic","men","advanced_degree",57.08
1973,"hispanic","men","bachelors_degree",28.1
1974,"hispanic","men","bachelors_degree",33.14
1975,"hispanic","men","bachelors_degree",31.29
1976,"hispanic","men","bachelors_degree",30.44
1977,"hispanic","men","bachelors_degree",33.91
1978,"hispanic","men","bachelors_degree",29.24
1979,"hispanic","men","bachelors_degree",30.46
1980,"hispanic","men","bachelors_degree",31.33
1981,"hispanic","men","bachelors_degree",29.9
1982,"hispanic","men","bachelors_degree",29.94
1983,"hispanic","men","bachelors_degree",31.75
1984,"hispanic","men","bachelors_degree",29.77
1985,"hispanic","men","bachelors_degree",31.69
1986,"hispanic","men","bachelors_degree",33.35
1987,"hispanic","men","bachelors_degree",33.62
1988,"hispanic","men","bachelors_degree",32.91
1989,"hispanic","men","bachelors_degree",31.51
1990,"hispanic","men","bachelors_degree",32.47
1991,"hispanic","men","bachelors_degree",30.07
1992,"hispanic","men","bachelors_degree",31.19
1993,"hispanic","men","bachelors_degree",31.03
1994,"hispanic","men","bachelors_degree",31.88
1995,"hispanic","men","bachelors_degree",30.07
1996,"hispanic","men","bachelors_degree",30.18
1997,"hispanic","men","bachelors_degree",31.8
1998,"hispanic","men","bachelors_degree",33.66
1999,"hispanic","men","bachelors_degree",34.39
2000,"hispanic","men","bachelors_degree",33.68
2001,"hispanic","men","bachelors_degree",35.28
2002,"hispanic","men","bachelors_degree",34.3
2003,"hispanic","men","bachelors_degree",35.77
2004,"hispanic","men","bachelors_degree",34.85
2005,"hispanic","men","bachelors_degree",34.73
2006,"hispanic","men","bachelors_degree",34.39
2007,"hispanic","men","bachelors_degree",36.14
2008,"hispanic","men","bachelors_degree",36.61
2009,"hispanic","men","bachelors_degree",37.94
2010,"hispanic","men","bachelors_degree",37.49
2011,"hispanic","men","bachelors_degree",34.57
2012,"hispanic","men","bachelors_degree",35.33
2013,"hispanic","men","bachelors_degree",36.3
2014,"hispanic","men","bachelors_degree",35.17
2015,"hispanic","men","bachelors_degree",36.63
2016,"hispanic","men","bachelors_degree",38.94
2017,"hispanic","men","bachelors_degree",36.62
2018,"hispanic","men","bachelors_degree",37.27
2019,"hispanic","men","bachelors_degree",39.56
2020,"hispanic","men","bachelors_degree",41
2021,"hispanic","men","bachelors_degree",39.61
2022,"hispanic","men","bachelors_degree",41.48
1973,"hispanic","men","high_school",22.35
1974,"hispanic","men","high_school",22.53
1975,"hispanic","men","high_school",22.27
1976,"hispanic","men","high_school",23.14
1977,"hispanic","men","high_school",22.73
1978,"hispanic","men","high_school",21.8
1979,"hispanic","men","high_school",23.11
1980,"hispanic","men","high_school",22.29
1981,"hispanic","men","high_school",22.36
1982,"hispanic","men","high_school",21.93
1983,"hispanic","men","high_school",21.64
1984,"hispanic","men","high_school",21.42
1985,"hispanic","men","high_school",21.18
1986,"hispanic","men","high_school",20.82
1987,"hispanic","men","high_school",20.81
1988,"hispanic","men","high_school",20.73
1989,"hispanic","men","high_school",20.25
1990,"hispanic","men","high_school",19.48
1991,"hispanic","men","high_school",19.17
1992,"hispanic","men","high_school",19.32
1993,"hispanic","men","high_school",19.32
1994,"hispanic","men","high_school",19.83
1995,"hispanic","men","high_school",19.09
1996,"hispanic","men","high_school",18.8
1997,"hispanic","men","high_school",19.44
1998,"hispanic","men","high_school",20.18
1999,"hispanic","men","high_school",20.34
2000,"hispanic","men","high_school",19.92
2001,"hispanic","men","high_school",20.34
2002,"hispanic","men","high_school",20.67
2003,"hispanic","men","high_school",20.8
2004,"hispanic","men","high_school",20.34
2005,"hispanic","men","high_school",20.3
2006,"hispanic","men","high_school",20.61
2007,"hispanic","men","high_school",20.78
2008,"hispanic","men","high_school",20.73
2009,"hispanic","men","high_school",20.86
2010,"hispanic","men","high_school",20.87
2011,"hispanic","men","high_school",19.9
2012,"hispanic","men","high_school",19.76
2013,"hispanic","men","high_school",19.86
2014,"hispanic","men","high_school",19.7
2015,"hispanic","men","high_school",20.92
2016,"hispanic","men","high_school",21.05
2017,"hispanic","men","high_school",21.68
2018,"hispanic","men","high_school",22.04
2019,"hispanic","men","high_school",22.33
2020,"hispanic","men","high_school",23.33
2021,"hispanic","men","high_school",22.7
2022,"hispanic","men","high_school",22.32
1973,"hispanic","men","less_than_hs",18.43
1974,"hispanic","men","less_than_hs",19.26
1975,"hispanic","men","less_than_hs",17.78
1976,"hispanic","men","less_than_hs",18.29
1977,"hispanic","men","less_than_hs",18.68
1978,"hispanic","men","less_than_hs",18.06
1979,"hispanic","men","less_than_hs",18.69
1980,"hispanic","men","less_than_hs",18.13
1981,"hispanic","men","less_than_hs",17.2
1982,"hispanic","men","less_than_hs",17.27
1983,"hispanic","men","less_than_hs",16.91
1984,"hispanic","men","less_than_hs",16.97
1985,"hispanic","men","less_than_hs",16.63
1986,"hispanic","men","less_than_hs",16.71
1987,"hispanic","men","less_than_hs",16.39
1988,"hispanic","men","less_than_hs",16.19
1989,"hispanic","men","less_than_hs",16.21
1990,"hispanic","men","less_than_hs",15.53
1991,"hispanic","men","less_than_hs",15.04
1992,"hispanic","men","less_than_hs",14.91
1993,"hispanic","men","less_than_hs",14.61
1994,"hispanic","men","less_than_hs",14.24
1995,"hispanic","men","less_than_hs",14.13
1996,"hispanic","men","less_than_hs",14.43
1997,"hispanic","men","less_than_hs",14.46
1998,"hispanic","men","less_than_hs",15.14
1999,"hispanic","men","less_than_hs",15.44
2000,"hispanic","men","less_than_hs",15.68
2001,"hispanic","men","less_than_hs",15.76
2002,"hispanic","men","less_than_hs",16.17
2003,"hispanic","men","less_than_hs",16.23
2004,"hispanic","men","less_than_hs",16.38
2005,"hispanic","men","less_than_hs",16.13
2006,"hispanic","men","less_than_hs",15.98
2007,"hispanic","men","less_than_hs",16.45
2008,"hispanic","men","less_than_hs",16.38
2009,"hispanic","men","less_than_hs",16.62
2010,"hispanic","men","less_than_hs",16.02
2011,"hispanic","men","less_than_hs",15.87
2012,"hispanic","men","less_than_hs",15.91
2013,"hispanic","men","less_than_hs",15.8
2014,"hispanic","men","less_than_hs",15.85
2015,"hispanic","men","less_than_hs",16.52
2016,"hispanic","men","less_than_hs",17.37
2017,"hispanic","men","less_than_hs",17.91
2018,"hispanic","men","less_than_hs",18.05
2019,"hispanic","men","less_than_hs",17.93
2020,"hispanic","men","less_than_hs",19.26
2021,"hispanic","men","less_than_hs",18.98
2022,"hispanic","men","less_than_hs",18.67
1973,"hispanic","men","some_college",23.55
1974,"hispanic","men","some_college",22.15
1975,"hispanic","men","some_college",23.35
1976,"hispanic","men","some_college",23.13
1977,"hispanic","men","some_college",23.45
1978,"hispanic","men","some_college",25.17
1979,"hispanic","men","some_college",23.71
1980,"hispanic","men","some_college",23.28
1981,"hispanic","men","some_college",24.45
1982,"hispanic","men","some_college",23.69
1983,"hispanic","men","some_college",23.49
1984,"hispanic","men","some_college",23.71
1985,"hispanic","men","some_college",23.68
1986,"hispanic","men","some_college",23.92
1987,"hispanic","men","some_college",22.92
1988,"hispanic","men","some_college",22.93
1989,"hispanic","men","some_college",22.76
1990,"hispanic","men","some_college",22.99
1991,"hispanic","men","some_college",23.07
1992,"hispanic","men","some_college",22.62
1993,"hispanic","men","some_college",22.5
1994,"hispanic","men","some_college",22.04
1995,"hispanic","men","some_college",22.31
1996,"hispanic","men","some_college",21.71
1997,"hispanic","men","some_college",22.11
1998,"hispanic","men","some_college",22.84
1999,"hispanic","men","some_college",22.9
2000,"hispanic","men","some_college",23.57
2001,"hispanic","men","some_college",23.83
2002,"hispanic","men","some_college",24.1
2003,"hispanic","men","some_college",23.82
2004,"hispanic","men","some_college",23.92
2005,"hispanic","men","some_college",23.83
2006,"hispanic","men","some_college",23.77
2007,"hispanic","men","some_college",23.92
2008,"hispanic","men","some_college",23.81
2009,"hispanic","men","some_college",24.29
2010,"hispanic","men","some_college",23.43
2011,"hispanic","men","some_college",22.8
2012,"hispanic","men","some_college",22.35
2013,"hispanic","men","some_college",21.76
2014,"hispanic","men","some_college",22.17
2015,"hispanic","men","some_college",23.32
2016,"hispanic","men","some_college",23.43
2017,"hispanic","men","some_college",23.59
2018,"hispanic","men","some_college",24.2
2019,"hispanic","men","some_college",24.35
2020,"hispanic","men","some_college",25.69
2021,"hispanic","men","some_college",25.58
2022,"hispanic","men","some_college",25.49
1973,"hispanic","women","advanced_degree",25.1
1974,"hispanic","women","advanced_degree",26.74
1975,"hispanic","women","advanced_degree",23.63
1976,"hispanic","women","advanced_degree",20.93
1977,"hispanic","women","advanced_degree",30.31
1978,"hispanic","women","advanced_degree",28.97
1979,"hispanic","women","advanced_degree",30.87
1980,"hispanic","women","advanced_degree",28.23
1981,"hispanic","women","advanced_degree",31.21
1982,"hispanic","women","advanced_degree",30.21
1983,"hispanic","women","advanced_degree",26.31
1984,"hispanic","women","advanced_degree",30.82
1985,"hispanic","women","advanced_degree",29.4
1986,"hispanic","women","advanced_degree",28.9
1987,"hispanic","women","advanced_degree",32.33
1988,"hispanic","women","advanced_degree",31.65
1989,"hispanic","women","advanced_degree",32.88
1990,"hispanic","women","advanced_degree",32.33
1991,"hispanic","women","advanced_degree",33.75
1992,"hispanic","women","advanced_degree",34.62
1993,"hispanic","women","advanced_degree",36.49
1994,"hispanic","women","advanced_degree",36.96
1995,"hispanic","women","advanced_degree",36.22
1996,"hispanic","women","advanced_degree",38.63
1997,"hispanic","women","advanced_degree",34.91
1998,"hispanic","women","advanced_degree",34.36
1999,"hispanic","women","advanced_degree",35.95
2000,"hispanic","women","advanced_degree",35.66
2001,"hispanic","women","advanced_degree",36.79
2002,"hispanic","women","advanced_degree",37.85
2003,"hispanic","women","advanced_degree",35.91
2004,"hispanic","women","advanced_degree",37.5
2005,"hispanic","women","advanced_degree",38.19
2006,"hispanic","women","advanced_degree",38.93
2007,"hispanic","women","advanced_degree",40.13
2008,"hispanic","women","advanced_degree",37.34
2009,"hispanic","women","advanced_degree",41.34
2010,"hispanic","women","advanced_degree",41.27
2011,"hispanic","women","advanced_degree",39.59
2012,"hispanic","women","advanced_degree",38.91
2013,"hispanic","women","advanced_degree",36.92
2014,"hispanic","women","advanced_degree",37.16
2015,"hispanic","women","advanced_degree",36.37
2016,"hispanic","women","advanced_degree",37.77
2017,"hispanic","women","advanced_degree",38.43
2018,"hispanic","women","advanced_degree",39.35
2019,"hispanic","women","advanced_degree",42.3
2020,"hispanic","women","advanced_degree",44.15
2021,"hispanic","women","advanced_degree",42.47
2022,"hispanic","women","advanced_degree",40.64
1973,"hispanic","women","bachelors_degree",22.23
1974,"hispanic","women","bachelors_degree",21.7
1975,"hispanic","women","bachelors_degree",18.85
1976,"hispanic","women","bachelors_degree",20.29
1977,"hispanic","women","bachelors_degree",21.49
1978,"hispanic","women","bachelors_degree",21.26
1979,"hispanic","women","bachelors_degree",21.94
1980,"hispanic","women","bachelors_degree",22.6
1981,"hispanic","women","bachelors_degree",21.29
1982,"hispanic","women","bachelors_degree",23.98
1983,"hispanic","women","bachelors_degree",23.17
1984,"hispanic","women","bachelors_degree",22.23
1985,"hispanic","women","bachelors_degree",24.12
1986,"hispanic","women","bachelors_degree",24.92
1987,"hispanic","women","bachelors_degree",25.01
1988,"hispanic","women","bachelors_degree",24.59
1989,"hispanic","women","bachelors_degree",25.12
1990,"hispanic","women","bachelors_degree",26.63
1991,"hispanic","women","bachelors_degree",25.4
1992,"hispanic","women","bachelors_degree",26.66
1993,"hispanic","women","bachelors_degree",25.57
1994,"hispanic","women","bachelors_degree",26.7
1995,"hispanic","women","bachelors_degree",26.66
1996,"hispanic","women","bachelors_degree",26.75
1997,"hispanic","women","bachelors_degree",27.23
1998,"hispanic","women","bachelors_degree",27.55
1999,"hispanic","women","bachelors_degree",28.09
2000,"hispanic","women","bachelors_degree",28.28
2001,"hispanic","women","bachelors_degree",28.71
2002,"hispanic","women","bachelors_degree",28.39
2003,"hispanic","women","bachelors_degree",28.66
2004,"hispanic","women","bachelors_degree",29.68
2005,"hispanic","women","bachelors_degree",28.61
2006,"hispanic","women","bachelors_degree",28.8
2007,"hispanic","women","bachelors_degree",29.81
2008,"hispanic","women","bachelors_degree",28.68
2009,"hispanic","women","bachelors_degree",29.44
2010,"hispanic","women","bachelors_degree",28.39
2011,"hispanic","women","bachelors_degree",28.19
2012,"hispanic","women","bachelors_degree",27.58
2013,"hispanic","women","bachelors_degree",28.2
2014,"hispanic","women","bachelors_degree",28.53
2015,"hispanic","women","bachelors_degree",29.71
2016,"hispanic","women","bachelors_degree",29.41
2017,"hispanic","women","bachelors_degree",29.69
2018,"hispanic","women","bachelors_degree",29.47
2019,"hispanic","women","bachelors_degree",30.18
2020,"hispanic","women","bachelors_degree",31.55
2021,"hispanic","women","bachelors_degree",31.25
2022,"hispanic","women","bachelors_degree",31.13
1973,"hispanic","women","high_school",16.46
1974,"hispanic","women","high_school",16.29
1975,"hispanic","women","high_school",16.04
1976,"hispanic","women","high_school",17.29
1977,"hispanic","women","high_school",17.22
1978,"hispanic","women","high_school",15.72
1979,"hispanic","women","high_school",16.27
1980,"hispanic","women","high_school",16.16
1981,"hispanic","women","high_school",16.13
1982,"hispanic","women","high_school",16.48
1983,"hispanic","women","high_school",16.02
1984,"hispanic","women","high_school",16.25
1985,"hispanic","women","high_school",15.89
1986,"hispanic","women","high_school",16.35
1987,"hispanic","women","high_school",15.97
1988,"hispanic","women","high_school",15.77
1989,"hispanic","women","high_school",15.95
1990,"hispanic","women","high_school",15.93
1991,"hispanic","women","high_school",16.11
1992,"hispanic","women","high_school",15.79
1993,"hispanic","women","high_school",16.25
1994,"hispanic","women","high_school",16.47
1995,"hispanic","women","high_school",15.91
1996,"hispanic","women","high_school",15.53
1997,"hispanic","women","high_school",15.66
1998,"hispanic","women","high_school",16.27
1999,"hispanic","women","high_school",16.38
2000,"hispanic","women","high_school",16.53
2001,"hispanic","women","high_school",16.88
2002,"hispanic","women","high_school",16.66
2003,"hispanic","women","high_school",17.38
2004,"hispanic","women","high_school",17.24
2005,"hispanic","women","high_school",16.96
2006,"hispanic","women","high_school",16.9
2007,"hispanic","women","high_school",16.91
2008,"hispanic","women","high_school",16.7
2009,"hispanic","women","high_school",17.43
2010,"hispanic","women","high_school",16.85
2011,"hispanic","women","high_school",16.56
2012,"hispanic","women","high_school",16.41
2013,"hispanic","women","high_school",16.23
2014,"hispanic","women","high_school",16.55
2015,"hispanic","women","high_school",16.99
2016,"hispanic","women","high_school",17.11
2017,"hispanic","women","high_school",17.02
2018,"hispanic","women","high_school",17.28
2019,"hispanic","women","high_school",17.71
2020,"hispanic","women","high_school",18.5
2021,"hispanic","women","high_school",18.34
2022,"hispanic","women","high_school",18.18
1973,"hispanic","women","less_than_hs",12.92
1974,"hispanic","women","less_than_hs",13.24
1975,"hispanic","women","less_than_hs",12.87
1976,"hispanic","women","less_than_hs",13.79
1977,"hispanic","women","less_than_hs",12.66
1978,"hispanic","women","less_than_hs",13.08
1979,"hispanic","women","less_than_hs",13.2
1980,"hispanic","women","less_than_hs",12.87
1981,"hispanic","women","less_than_hs",13.02
1982,"hispanic","women","less_than_hs",12.67
1983,"hispanic","women","less_than_hs",12.35
1984,"hispanic","women","less_than_hs",12.39
1985,"hispanic","women","less_than_hs",12.4
1986,"hispanic","women","less_than_hs",12.18
1987,"hispanic","women","less_than_hs",12.31
1988,"hispanic","women","less_than_hs",12.27
1989,"hispanic","women","less_than_hs",12.13
1990,"hispanic","women","less_than_hs",12.07
1991,"hispanic","women","less_than_hs",12.19
1992,"hispanic","women","less_than_hs",12.18
1993,"hispanic","women","less_than_hs",11.94
1994,"hispanic","women","less_than_hs",12.07
1995,"hispanic","women","less_than_hs",11.35
1996,"hispanic","women","less_than_hs",11.77
1997,"hispanic","women","less_than_hs",11.83
1998,"hispanic","women","less_than_hs",12.1
1999,"hispanic","women","less_than_hs",12.16
2000,"hispanic","women","less_than_hs",12.29
2001,"hispanic","women","less_than_hs",12.83
2002,"hispanic","women","less_than_hs",12.8
2003,"hispanic","women","less_than_hs",13.04
2004,"hispanic","women","less_than_hs",12.69
2005,"hispanic","women","less_than_hs",12.64
2006,"hispanic","women","less_than_hs",12.68
2007,"hispanic","women","less_than_hs",12.76
2008,"hispanic","women","less_than_hs",13.02
2009,"hispanic","women","less_than_hs",13.24
2010,"hispanic","women","less_than_hs",12.89
2011,"hispanic","women","less_than_hs",13.06
2012,"hispanic","women","less_than_hs",12.61
2013,"hispanic","women","less_than_hs",12.8
2014,"hispanic","women","less_than_hs",12.61
2015,"hispanic","women","less_than_hs",13.42
2016,"hispanic","women","less_than_hs",13.4
2017,"hispanic","women","less_than_hs",13.36
2018,"hispanic","women","less_than_hs",13.47
2019,"hispanic","women","less_than_hs",14.5
2020,"hispanic","women","less_than_hs",14.58
2021,"hispanic","women","less_than_hs",14.97
2022,"hispanic","women","less_than_hs",14.74
1973,"hispanic","women","some_college",20.22
1974,"hispanic","women","some_college",18.17
1975,"hispanic","women","some_college",17.04
1976,"hispanic","women","some_college",17.4
1977,"hispanic","women","some_college",17.12
1978,"hispanic","women","some_college",17.56
1979,"hispanic","women","some_college",18.02
1980,"hispanic","women","some_college",17.86
1981,"hispanic","women","some_college",17.49
1982,"hispanic","women","some_college",17.68
1983,"hispanic","women","some_college",18.94
1984,"hispanic","women","some_college",17.79
1985,"hispanic","women","some_college",18.38
1986,"hispanic","women","some_college",18.68
1987,"hispanic","women","some_college",18.92
1988,"hispanic","women","some_college",19.43
1989,"hispanic","women","some_college",19.17
1990,"hispanic","women","some_college",18.33
1991,"hispanic","women","some_college",18.51
1992,"hispanic","women","some_college",18.89
1993,"hispanic","women","some_college",18.79
1994,"hispanic","women","some_college",18.86
1995,"hispanic","women","some_college",18.17
1996,"hispanic","women","some_college",18.28
1997,"hispanic","women","some_college",18.37
1998,"hispanic","women","some_college",19.21
1999,"hispanic","women","some_college",19.03
2000,"hispanic","women","some_college",19.38
2001,"hispanic","women","some_college",19.71
2002,"hispanic","women","some_college",20.03
2003,"hispanic","women","some_college",20.13
2004,"hispanic","women","some_college",20.08
2005,"hispanic","women","some_college",19.73
2006,"hispanic","women","some_college",19.62
2007,"hispanic","women","some_college",19.94
2008,"hispanic","women","some_college",19.86
2009,"hispanic","women","some_college",19.63
2010,"hispanic","women","some_college",19.65
2011,"hispanic","women","some_college",19.44
2012,"hispanic","women","some_college",18.78
2013,"hispanic","women","some_college",18.7
2014,"hispanic","women","some_college",18.22
2015,"hispanic","women","some_college",18.66
2016,"hispanic","women","some_college",19.26
2017,"hispanic","women","some_college",19.6
2018,"hispanic","women","some_college",19.29
2019,"hispanic","women","some_college",19.69
2020,"hispanic","women","some_college",20.69
2021,"hispanic","women","some_college",21.14
2022,"hispanic","women","some_college",20.64
1973,"hispanic",NA,"advanced_degree",36.35
1974,"hispanic",NA,"advanced_degree",29.35
1975,"hispanic",NA,"advanced_degree",25.67
1976,"hispanic",NA,"advanced_degree",34.95
1977,"hispanic",NA,"advanced_degree",32.06
1978,"hispanic",NA,"advanced_degree",37.36
1979,"hispanic",NA,"advanced_degree",34.47
1980,"hispanic",NA,"advanced_degree",33.01
1981,"hispanic",NA,"advanced_degree",35.61
1982,"hispanic",NA,"advanced_degree",33.42
1983,"hispanic",NA,"advanced_degree",32.75
1984,"hispanic",NA,"advanced_degree",34.76
1985,"hispanic",NA,"advanced_degree",35.02
1986,"hispanic",NA,"advanced_degree",36.13
1987,"hispanic",NA,"advanced_degree",37.24
1988,"hispanic",NA,"advanced_degree",38.01
1989,"hispanic",NA,"advanced_degree",37.76
1990,"hispanic",NA,"advanced_degree",35.84
1991,"hispanic",NA,"advanced_degree",36.37
1992,"hispanic",NA,"advanced_degree",36.44
1993,"hispanic",NA,"advanced_degree",37.92
1994,"hispanic",NA,"advanced_degree",42.28
1995,"hispanic",NA,"advanced_degree",42.02
1996,"hispanic",NA,"advanced_degree",41.41
1997,"hispanic",NA,"advanced_degree",38.56
1998,"hispanic",NA,"advanced_degree",39.21
1999,"hispanic",NA,"advanced_degree",43.81
2000,"hispanic",NA,"advanced_degree",41.42
2001,"hispanic",NA,"advanced_degree",39.53
2002,"hispanic",NA,"advanced_degree",42.54
2003,"hispanic",NA,"advanced_degree",41.33
2004,"hispanic",NA,"advanced_degree",41.98
2005,"hispanic",NA,"advanced_degree",43.06
2006,"hispanic",NA,"advanced_degree",42.67
2007,"hispanic",NA,"advanced_degree",44.75
2008,"hispanic",NA,"advanced_degree",43.09
2009,"hispanic",NA,"advanced_degree",46.38
2010,"hispanic",NA,"advanced_degree",47.29
2011,"hispanic",NA,"advanced_degree",43.99
2012,"hispanic",NA,"advanced_degree",43.47
2013,"hispanic",NA,"advanced_degree",44.03
2014,"hispanic",NA,"advanced_degree",44.35
2015,"hispanic",NA,"advanced_degree",42.02
2016,"hispanic",NA,"advanced_degree",43.92
2017,"hispanic",NA,"advanced_degree",43.92
2018,"hispanic",NA,"advanced_degree",44.83
2019,"hispanic",NA,"advanced_degree",46.69
2020,"hispanic",NA,"advanced_degree",48.58
2021,"hispanic",NA,"advanced_degree",48.6
2022,"hispanic",NA,"advanced_degree",48.3
1973,"hispanic",NA,"bachelors_degree",25.61
1974,"hispanic",NA,"bachelors_degree",28.46
1975,"hispanic",NA,"bachelors_degree",25.15
1976,"hispanic",NA,"bachelors_degree",26.91
1977,"hispanic",NA,"bachelors_degree",29.72
1978,"hispanic",NA,"bachelors_degree",25.79
1979,"hispanic",NA,"bachelors_degree",26.67
1980,"hispanic",NA,"bachelors_degree",27.48
1981,"hispanic",NA,"bachelors_degree",26.24
1982,"hispanic",NA,"bachelors_degree",27.19
1983,"hispanic",NA,"bachelors_degree",27.83
1984,"hispanic",NA,"bachelors_degree",26.42
1985,"hispanic",NA,"bachelors_degree",28.37
1986,"hispanic",NA,"bachelors_degree",29.63
1987,"hispanic",NA,"bachelors_degree",29.66
1988,"hispanic",NA,"bachelors_degree",29.4
1989,"hispanic",NA,"bachelors_degree",28.68
1990,"hispanic",NA,"bachelors_degree",29.97
1991,"hispanic",NA,"bachelors_degree",27.95
1992,"hispanic",NA,"bachelors_degree",29.05
1993,"hispanic",NA,"bachelors_degree",28.48
1994,"hispanic",NA,"bachelors_degree",29.49
1995,"hispanic",NA,"bachelors_degree",28.4
1996,"hispanic",NA,"bachelors_degree",28.59
1997,"hispanic",NA,"bachelors_degree",29.64
1998,"hispanic",NA,"bachelors_degree",30.79
1999,"hispanic",NA,"bachelors_degree",31.28
2000,"hispanic",NA,"bachelors_degree",31.02
2001,"hispanic",NA,"bachelors_degree",32.18
2002,"hispanic",NA,"bachelors_degree",31.47
2003,"hispanic",NA,"bachelors_degree",32.35
2004,"hispanic",NA,"bachelors_degree",32.37
2005,"hispanic",NA,"bachelors_degree",31.79
2006,"hispanic",NA,"bachelors_degree",31.61
2007,"hispanic",NA,"bachelors_degree",33.05
2008,"hispanic",NA,"bachelors_degree",32.62
2009,"hispanic",NA,"bachelors_degree",33.64
2010,"hispanic",NA,"bachelors_degree",32.84
2011,"hispanic",NA,"bachelors_degree",31.41
2012,"hispanic",NA,"bachelors_degree",31.28
2013,"hispanic",NA,"bachelors_degree",32.14
2014,"hispanic",NA,"bachelors_degree",31.8
2015,"hispanic",NA,"bachelors_degree",33.16
2016,"hispanic",NA,"bachelors_degree",34.28
2017,"hispanic",NA,"bachelors_degree",33.07
2018,"hispanic",NA,"bachelors_degree",33.19
2019,"hispanic",NA,"bachelors_degree",34.66
2020,"hispanic",NA,"bachelors_degree",36.13
2021,"hispanic",NA,"bachelors_degree",35.26
2022,"hispanic",NA,"bachelors_degree",36
1973,"hispanic",NA,"high_school",19.69
1974,"hispanic",NA,"high_school",19.65
1975,"hispanic",NA,"high_school",19.57
1976,"hispanic",NA,"high_school",20.17
1977,"hispanic",NA,"high_school",20.25
1978,"hispanic",NA,"high_school",19.11
1979,"hispanic",NA,"high_school",19.96
1980,"hispanic",NA,"high_school",19.43
1981,"hispanic",NA,"high_school",19.41
1982,"hispanic",NA,"high_school",19.43
1983,"hispanic",NA,"high_school",19.09
1984,"hispanic",NA,"high_school",19.02
1985,"hispanic",NA,"high_school",18.84
1986,"hispanic",NA,"high_school",18.86
1987,"hispanic",NA,"high_school",18.69
1988,"hispanic",NA,"high_school",18.57
1989,"hispanic",NA,"high_school",18.26
1990,"hispanic",NA,"high_school",17.93
1991,"hispanic",NA,"high_school",17.81
1992,"hispanic",NA,"high_school",17.78
1993,"hispanic",NA,"high_school",18
1994,"hispanic",NA,"high_school",18.4
1995,"hispanic",NA,"high_school",17.72
1996,"hispanic",NA,"high_school",17.41
1997,"hispanic",NA,"high_school",17.85
1998,"hispanic",NA,"high_school",18.52
1999,"hispanic",NA,"high_school",18.65
2000,"hispanic",NA,"high_school",18.5
2001,"hispanic",NA,"high_school",18.85
2002,"hispanic",NA,"high_school",18.97
2003,"hispanic",NA,"high_school",19.39
2004,"hispanic",NA,"high_school",19.07
2005,"hispanic",NA,"high_school",18.97
2006,"hispanic",NA,"high_school",19.15
2007,"hispanic",NA,"high_school",19.2
2008,"hispanic",NA,"high_school",19.14
2009,"hispanic",NA,"high_school",19.49
2010,"hispanic",NA,"high_school",19.27
2011,"hispanic",NA,"high_school",18.55
2012,"hispanic",NA,"high_school",18.37
2013,"hispanic",NA,"high_school",18.39
2014,"hispanic",NA,"high_school",18.43
2015,"hispanic",NA,"high_school",19.31
2016,"hispanic",NA,"high_school",19.47
2017,"hispanic",NA,"high_school",19.83
2018,"hispanic",NA,"high_school",20.13
2019,"hispanic",NA,"high_school",20.47
