"year","demographic","wages"
2009,"white_bachelors_degree",38.39
2009,"white_advanced_degree",49.8
2009,"black_less_than_hs",14.07
2009,"black_high_school",18.69
2009,"black_some_college",20.82
2009,"black_bachelors_degree",31.42
2009,"black_advanced_degree",41.35
2009,"hispanic_less_than_hs",15.5
2009,"hispanic_high_school",19.49
2009,"hispanic_some_college",21.93
2009,"hispanic_bachelors_degree",33.64
2009,"hispanic_advanced_degree",46.38
2009,"white_men_less_than_hs",17.67
2009,"white_men_high_school",25.28
2009,"white_men_some_college",27.97
2009,"white_men_bachelors_degree",44.76
2009,"white_men_advanced_degree",57.64
2009,"black_men_less_than_hs",15
2009,"black_men_high_school",20.15
2009,"black_men_some_college",22.19
2009,"black_men_bachelors_degree",33.98
2009,"black_men_advanced_degree",44.31
2009,"hispanic_men_less_than_hs",16.62
2009,"hispanic_men_high_school",20.86
2009,"hispanic_men_some_college",24.29
2009,"hispanic_men_bachelors_degree",37.94
2009,"hispanic_men_advanced_degree",50.66
2009,"white_women_less_than_hs",12.92
2009,"white_women_high_school",19.31
2009,"white_women_some_college",21.78
2009,"white_women_bachelors_degree",32.18
2009,"white_women_advanced_degree",41.95
2009,"black_women_less_than_hs",13.23
2009,"black_women_high_school",17.26
2009,"black_women_some_college",19.88
2009,"black_women_bachelors_degree",29.59
2009,"black_women_advanced_degree",39.37
2009,"hispanic_women_less_than_hs",13.24
2009,"hispanic_women_high_school",17.43
2009,"hispanic_women_some_college",19.63
2009,"hispanic_women_bachelors_degree",29.44
2009,"hispanic_women_advanced_degree",41.34
2008,"less_than_hs",15.08
2008,"high_school",20.93
2008,"some_college",23.52
2008,"bachelors_degree",37.04
2008,"advanced_degree",47.55
2008,"men_less_than_hs",16.56
2008,"men_high_school",23.3
2008,"men_some_college",26.32
2008,"men_bachelors_degree",42.34
2008,"men_advanced_degree",54.06
2008,"women_less_than_hs",12.8
2008,"women_high_school",18.09
2008,"women_some_college",20.99
2008,"women_bachelors_degree",31.83
2008,"women_advanced_degree",40.9
2008,"white_less_than_hs",15.25
2008,"white_high_school",22.01
2008,"white_some_college",24.37
2008,"white_bachelors_degree",38.09
2008,"white_advanced_degree",48.15
2008,"black_less_than_hs",13.69
2008,"black_high_school",18.05
2008,"black_some_college",20.6
2008,"black_bachelors_degree",31.33
2008,"black_advanced_degree",40.21
2008,"hispanic_less_than_hs",15.31
2008,"hispanic_high_school",19.14
2008,"hispanic_some_college",21.85
2008,"hispanic_bachelors_degree",32.62
2008,"hispanic_advanced_degree",43.09
2008,"white_men_less_than_hs",17.22
2008,"white_men_high_school",24.78
2008,"white_men_some_college",27.52
2008,"white_men_bachelors_degree",44.01
2008,"white_men_advanced_degree",54.98
2008,"black_men_less_than_hs",14.69
2008,"black_men_high_school",19.42
2008,"black_men_some_college",22.05
2008,"black_men_bachelors_degree",32.45
2008,"black_men_advanced_degree",42.87
2008,"hispanic_men_less_than_hs",16.38
2008,"hispanic_men_high_school",20.73
2008,"hispanic_men_some_college",23.81
2008,"hispanic_men_bachelors_degree",36.61
2008,"hispanic_men_advanced_degree",48.34
2008,"white_women_less_than_hs",12.58
2008,"white_women_high_school",18.74
2008,"white_women_some_college",21.47
2008,"white_women_bachelors_degree",32.08
2008,"white_women_advanced_degree",41.32
2008,"black_women_less_than_hs",12.78
2008,"black_women_high_school",16.69
2008,"black_women_some_college",19.55
2008,"black_women_bachelors_degree",30.5
2008,"black_women_advanced_degree",38.24
2008,"hispanic_women_less_than_hs",13.02
2008,"hispanic_women_high_school",16.7
2008,"hispanic_women_some_college",19.86
2008,"hispanic_women_bachelors_degree",28.68
2008,"hispanic_women_advanced_degree",37.34
2007,"less_than_hs",15.19
2007,"high_school",21.04
2007,"some_college",23.84
2007,"bachelors_degree",37.23
2007,"advanced_degree",47.31
2007,"men_less_than_hs",16.6
2007,"men_high_school",23.39
2007,"men_some_college",26.66
2007,"men_bachelors_degree",42.55
2007,"men_advanced_degree",53.61
2007,"women_less_than_hs",12.96
2007,"women_high_school",18.26
2007,"women_some_college",21.25
2007,"women_bachelors_degree",31.96
2007,"women_advanced_degree",40.68
2007,"white_less_than_hs",15.36
2007,"white_high_school",22.1
2007,"white_some_college",24.7
2007,"white_bachelors_degree",38.32
2007,"white_advanced_degree",48.1
2007,"black_less_than_hs",14.23
2007,"black_high_school",18.26
2007,"black_some_college",21.16
2007,"black_bachelors_degree",30.95
2007,"black_advanced_degree",40.06
2007,"hispanic_less_than_hs",15.3
2007,"hispanic_high_school",19.2
2007,"hispanic_some_college",21.93
2007,"hispanic_bachelors_degree",33.05
2007,"hispanic_advanced_degree",44.75
2007,"white_men_less_than_hs",17.08
2007,"white_men_high_school",24.83
2007,"white_men_some_college",27.85
2007,"white_men_bachelors_degree",44.26
2007,"white_men_advanced_degree",55.17
2007,"black_men_less_than_hs",15.41
2007,"black_men_high_school",19.36
2007,"black_men_some_college",22.59
2007,"black_men_bachelors_degree",32.47
2007,"black_men_advanced_degree",41.87
2007,"hispanic_men_less_than_hs",16.45
2007,"hispanic_men_high_school",20.78
2007,"hispanic_men_some_college",23.92
2007,"hispanic_men_bachelors_degree",36.14
2007,"hispanic_men_advanced_degree",49.2
2007,"white_women_less_than_hs",13.04
2007,"white_women_high_school",18.84
2007,"white_women_some_college",21.74
2007,"white_women_bachelors_degree",32.34
2007,"white_women_advanced_degree",40.71
2007,"black_women_less_than_hs",13.08
2007,"black_women_high_school",17.22
2007,"black_women_some_college",20.07
2007,"black_women_bachelors_degree",29.77
2007,"black_women_advanced_degree",38.75
2007,"hispanic_women_less_than_hs",12.76
2007,"hispanic_women_high_school",16.91
2007,"hispanic_women_some_college",19.94
2007,"hispanic_women_bachelors_degree",29.81
2007,"hispanic_women_advanced_degree",40.13
2006,"less_than_hs",14.9
2006,"high_school",21.17
2006,"some_college",23.69
2006,"bachelors_degree",36.99
2006,"advanced_degree",47.23
2006,"men_less_than_hs",16.31
2006,"men_high_school",23.55
2006,"men_some_college",26.39
2006,"men_bachelors_degree",41.97
2006,"men_advanced_degree",53.5
2006,"women_less_than_hs",12.71
2006,"women_high_school",18.32
2006,"women_some_college",21.22
2006,"women_bachelors_degree",32.08
2006,"women_advanced_degree",40.46
2006,"white_less_than_hs",15.08
2006,"white_high_school",22.17
2006,"white_some_college",24.53
2006,"white_bachelors_degree",38.03
2006,"white_advanced_degree",47.96
2006,"black_less_than_hs",14.05
2006,"black_high_school",18.52
2006,"black_some_college",21.09
2006,"black_bachelors_degree",31.95
2006,"black_advanced_degree",40.49
2006,"hispanic_less_than_hs",14.91
2006,"hispanic_high_school",19.15
2006,"hispanic_some_college",21.74
2006,"hispanic_bachelors_degree",31.61
2006,"hispanic_advanced_degree",42.67
2006,"white_men_less_than_hs",17.02
2006,"white_men_high_school",24.96
2006,"white_men_some_college",27.52
2006,"white_men_bachelors_degree",43.55
2006,"white_men_advanced_degree",54.8
2006,"black_men_less_than_hs",14.85
2006,"black_men_high_school",20.08
2006,"black_men_some_college",22.65
2006,"black_men_bachelors_degree",33.84
2006,"black_men_advanced_degree",44.14
2006,"hispanic_men_less_than_hs",15.98
2006,"hispanic_men_high_school",20.61
2006,"hispanic_men_some_college",23.77
2006,"hispanic_men_bachelors_degree",34.39
2006,"hispanic_men_advanced_degree",45.71
2006,"white_women_less_than_hs",12.41
2006,"white_women_high_school",18.89
2006,"white_women_some_college",21.72
2006,"white_women_bachelors_degree",32.44
2006,"white_women_advanced_degree",40.59
2006,"black_women_less_than_hs",13.25
2006,"black_women_high_school",17.02
2006,"black_women_some_college",19.94
2006,"black_women_bachelors_degree",30.53
2006,"black_women_advanced_degree",38.06
2006,"hispanic_women_less_than_hs",12.68
2006,"hispanic_women_high_school",16.9
2006,"hispanic_women_some_college",19.62
2006,"hispanic_women_bachelors_degree",28.8
2006,"hispanic_women_advanced_degree",38.93
2005,"less_than_hs",14.96
2005,"high_school",21.07
2005,"some_college",23.76
2005,"bachelors_degree",36.89
2005,"advanced_degree",47.09
2005,"men_less_than_hs",16.46
2005,"men_high_school",23.34
2005,"men_some_college",26.49
2005,"men_bachelors_degree",41.96
2005,"men_advanced_degree",53.29
2005,"women_less_than_hs",12.64
2005,"women_high_school",18.41
2005,"women_some_college",21.25
2005,"women_bachelors_degree",31.82
2005,"women_advanced_degree",40.39
2005,"white_less_than_hs",15.19
2005,"white_high_school",22.09
2005,"white_some_college",24.6
2005,"white_bachelors_degree",38.11
2005,"white_advanced_degree",47.6
2005,"black_less_than_hs",13.9
2005,"black_high_school",18.46
2005,"black_some_college",20.69
2005,"black_bachelors_degree",31.12
2005,"black_advanced_degree",40.2
2005,"hispanic_less_than_hs",15.01
2005,"hispanic_high_school",18.97
2005,"hispanic_some_college",21.83
2005,"hispanic_bachelors_degree",31.79
2005,"hispanic_advanced_degree",43.06
2005,"white_men_less_than_hs",17.14
2005,"white_men_high_school",24.75
2005,"white_men_some_college",27.62
2005,"white_men_bachelors_degree",43.69
2005,"white_men_advanced_degree",54.19
2005,"black_men_less_than_hs",14.9
2005,"black_men_high_school",19.88
2005,"black_men_some_college",22.05
2005,"black_men_bachelors_degree",33.6
2005,"black_men_advanced_degree",43.3
2005,"hispanic_men_less_than_hs",16.13
2005,"hispanic_men_high_school",20.3
2005,"hispanic_men_some_college",23.83
2005,"hispanic_men_bachelors_degree",34.73
2005,"hispanic_men_advanced_degree",47.16
2005,"white_women_less_than_hs",12.54
2005,"white_women_high_school",19
2005,"white_women_some_college",21.79
2005,"white_women_bachelors_degree",32.33
2005,"white_women_advanced_degree",40.48
2005,"black_women_less_than_hs",12.9
2005,"black_women_high_school",17.07
2005,"black_women_some_college",19.69
2005,"black_women_bachelors_degree",29.25
2005,"black_women_advanced_degree",38.33
2005,"hispanic_women_less_than_hs",12.64
2005,"hispanic_women_high_school",16.96
2005,"hispanic_women_some_college",19.73
2005,"hispanic_women_bachelors_degree",28.61
2005,"hispanic_women_advanced_degree",38.19
2004,"less_than_hs",15.13
2004,"high_school",21.33
2004,"some_college",24.11
2004,"bachelors_degree",36.78
2004,"advanced_degree",47.48
2004,"men_less_than_hs",16.66
2004,"men_high_school",23.74
2004,"men_some_college",27.03
2004,"men_bachelors_degree",41.74
2004,"men_advanced_degree",53.92
2004,"women_less_than_hs",12.77
2004,"women_high_school",18.59
2004,"women_some_college",21.46
2004,"women_bachelors_degree",31.66
2004,"women_advanced_degree",40.32
2004,"white_less_than_hs",15.26
2004,"white_high_school",22.31
2004,"white_some_college",24.97
2004,"white_bachelors_degree",37.76
2004,"white_advanced_degree",48.14
2004,"black_less_than_hs",14.13
2004,"black_high_school",18.92
2004,"black_some_college",21.26
2004,"black_bachelors_degree",32.15
2004,"black_advanced_degree",40.01
2004,"hispanic_less_than_hs",15.21
2004,"hispanic_high_school",19.07
2004,"hispanic_some_college",22.03
2004,"hispanic_bachelors_degree",32.37
2004,"hispanic_advanced_degree",41.98
2004,"white_men_less_than_hs",17.09
2004,"white_men_high_school",25.15
2004,"white_men_some_college",28.26
2004,"white_men_bachelors_degree",43.28
2004,"white_men_advanced_degree",55.06
2004,"black_men_less_than_hs",15.58
2004,"black_men_high_school",20.4
2004,"black_men_some_college",22.96
2004,"black_men_bachelors_degree",34.66
2004,"black_men_advanced_degree",42.35
2004,"hispanic_men_less_than_hs",16.38
2004,"hispanic_men_high_school",20.34
2004,"hispanic_men_some_college",23.92
2004,"hispanic_men_bachelors_degree",34.85
2004,"hispanic_men_advanced_degree",46.33
2004,"white_women_less_than_hs",12.74
2004,"white_women_high_school",19.12
2004,"white_women_some_college",21.93
2004,"white_women_bachelors_degree",31.88
2004,"white_women_advanced_degree",40.47
2004,"black_women_less_than_hs",12.81
2004,"black_women_high_school",17.51
2004,"black_women_some_college",20.01
2004,"black_women_bachelors_degree",30.28
2004,"black_women_advanced_degree",38.36
2004,"hispanic_women_less_than_hs",12.69
2004,"hispanic_women_high_school",17.24
2004,"hispanic_women_some_college",20.08
2004,"hispanic_women_bachelors_degree",29.68
2004,"hispanic_women_advanced_degree",37.5
2003,"less_than_hs",15.27
2003,"high_school",21.5
2003,"some_college",24.19
2003,"bachelors_degree",37.14
2003,"advanced_degree",46.79
2003,"men_less_than_hs",16.79
2003,"men_high_school",23.89
2003,"men_some_college",27.04
2003,"men_bachelors_degree",42.18
2003,"men_advanced_degree",52.49
2003,"women_less_than_hs",12.97
2003,"women_high_school",18.85
2003,"women_some_college",21.6
2003,"women_bachelors_degree",32
2003,"women_advanced_degree",40.38
2003,"white_less_than_hs",15.49
2003,"white_high_school",22.38
2003,"white_some_college",24.96
2003,"white_bachelors_degree",38.38
2003,"white_advanced_degree",47.7
2003,"black_less_than_hs",14.77
2003,"black_high_school",19.18
2003,"black_some_college",21.64
2003,"black_bachelors_degree",31.53
2003,"black_advanced_degree",38.38
2003,"hispanic_less_than_hs",15.19
2003,"hispanic_high_school",19.39
2003,"hispanic_some_college",21.99
2003,"hispanic_bachelors_degree",32.35
2003,"hispanic_advanced_degree",41.33
2003,"white_men_less_than_hs",17.44
2003,"white_men_high_school",25.11
2003,"white_men_some_college",28.2
2003,"white_men_bachelors_degree",43.94
2003,"white_men_advanced_degree",53.85
2003,"black_men_less_than_hs",16.55
2003,"black_men_high_school",20.87
2003,"black_men_some_college",23.21
2003,"black_men_bachelors_degree",32.26
2003,"black_men_advanced_degree",39.33
2003,"hispanic_men_less_than_hs",16.23
2003,"hispanic_men_high_school",20.8
2003,"hispanic_men_some_college",23.82
2003,"hispanic_men_bachelors_degree",35.77
2003,"hispanic_men_advanced_degree",45.53
2003,"white_women_less_than_hs",12.84
2003,"white_women_high_school",19.4
2003,"white_women_some_college",22
2003,"white_women_bachelors_degree",32.42
2003,"white_women_advanced_degree",40.85
2003,"black_women_less_than_hs",13.13
2003,"black_women_high_school",17.59
2003,"black_women_some_college",20.45
2003,"black_women_bachelors_degree",31.02
2003,"black_women_advanced_degree",37.78
2003,"hispanic_women_less_than_hs",13.04
2003,"hispanic_women_high_school",17.38
2003,"hispanic_women_some_college",20.13
2003,"hispanic_women_bachelors_degree",28.66
2003,"hispanic_women_advanced_degree",35.91
2002,"less_than_hs",15.18
2002,"high_school",21.39
2002,"some_college",24.25
2002,"bachelors_degree",37.26
2002,"advanced_degree",47.36
2002,"men_less_than_hs",16.7
2002,"men_high_school",23.92
2002,"men_some_college",27.1
2002,"men_bachelors_degree",42.36
2002,"men_advanced_degree",53.17
2002,"women_less_than_hs",12.93
2002,"women_high_school",18.59
2002,"women_some_college",21.59
2002,"women_bachelors_degree",32.01
2002,"women_advanced_degree",40.55
2002,"white_less_than_hs",15.48
2002,"white_high_school",22.37
2002,"white_some_college",25.15
2002,"white_bachelors_degree",38.47
2002,"white_advanced_degree",47.87
2002,"black_less_than_hs",14.47
2002,"black_high_school",18.75
2002,"black_some_college",21.25
2002,"black_bachelors_degree",31.68
2002,"black_advanced_degree",40.62
2002,"hispanic_less_than_hs",15.05
2002,"hispanic_high_school",18.97
2002,"hispanic_some_college",22.11
2002,"hispanic_bachelors_degree",31.47
2002,"hispanic_advanced_degree",42.54
2002,"white_men_less_than_hs",17.41
2002,"white_men_high_school",25.28
2002,"white_men_some_college",28.33
2002,"white_men_bachelors_degree",43.98
2002,"white_men_advanced_degree",53.91
2002,"black_men_less_than_hs",16.04
2002,"black_men_high_school",20.12
2002,"black_men_some_college",22.74
2002,"black_men_bachelors_degree",33.88
2002,"black_men_advanced_degree",43.28
2002,"hispanic_men_less_than_hs",16.17
2002,"hispanic_men_high_school",20.67
2002,"hispanic_men_some_college",24.1
2002,"hispanic_men_bachelors_degree",34.3
2002,"hispanic_men_advanced_degree",46.8
2002,"white_women_less_than_hs",12.92
2002,"white_women_high_school",19.18
2002,"white_women_some_college",22.12
2002,"white_women_bachelors_degree",32.58
2002,"white_women_advanced_degree",40.77
2002,"black_women_less_than_hs",12.84
2002,"black_women_high_school",17.41
2002,"black_women_some_college",20.15
2002,"black_women_bachelors_degree",30.11
2002,"black_women_advanced_degree",38.8
2002,"hispanic_women_less_than_hs",12.8
2002,"hispanic_women_high_school",16.66
2002,"hispanic_women_some_college",20.03
2002,"hispanic_women_bachelors_degree",28.39
2002,"hispanic_women_advanced_degree",37.85
2001,"less_than_hs",14.88
2001,"high_school",21.1
2001,"some_college",24.05
2001,"bachelors_degree",37.07
2001,"advanced_degree",46.23
2001,"men_less_than_hs",16.23
2001,"men_high_school",23.67
2001,"men_some_college",27.12
2001,"men_bachelors_degree",42.14
2001,"men_advanced_degree",51.54
2001,"women_less_than_hs",12.9
2001,"women_high_school",18.28
2001,"women_some_college",21.18
2001,"women_bachelors_degree",31.72
2001,"women_advanced_degree",39.94
2001,"white_less_than_hs",15.17
2001,"white_high_school",22.03
2001,"white_some_college",24.93
2001,"white_bachelors_degree",38.13
2001,"white_advanced_degree",46.87
2001,"black_less_than_hs",14.03
2001,"black_high_school",18.51
2001,"black_some_college",20.99
2001,"black_bachelors_degree",31.42
2001,"black_advanced_degree",39.68
2001,"hispanic_less_than_hs",14.8
2001,"hispanic_high_school",18.85
2001,"hispanic_some_college",21.86
2001,"hispanic_bachelors_degree",32.18
2001,"hispanic_advanced_degree",39.53
2001,"white_men_less_than_hs",16.9
2001,"white_men_high_school",25
2001,"white_men_some_college",28.34
2001,"white_men_bachelors_degree",43.59
2001,"white_men_advanced_degree",52.38
2001,"black_men_less_than_hs",15.03
2001,"black_men_high_school",20.12
2001,"black_men_some_college",22.8
2001,"black_men_bachelors_degree",33.27
2001,"black_men_advanced_degree",43.21
2001,"hispanic_men_less_than_hs",15.76
2001,"hispanic_men_high_school",20.34
2001,"hispanic_men_some_college",23.83
2001,"hispanic_men_bachelors_degree",35.28
2001,"hispanic_men_advanced_degree",42.04
2001,"white_women_less_than_hs",12.88
2001,"white_women_high_school",18.79
2001,"white_women_some_college",21.67
2001,"white_women_bachelors_degree",32.14
2001,"white_women_advanced_degree",40.36
2001,"black_women_less_than_hs",13.04
2001,"black_women_high_school",16.97
2001,"black_women_some_college",19.7
2001,"black_women_bachelors_degree",30.11
2001,"black_women_advanced_degree",37.22
2001,"hispanic_women_less_than_hs",12.83
2001,"hispanic_women_high_school",16.88
2001,"hispanic_women_some_college",19.71
2001,"hispanic_women_bachelors_degree",28.71
2001,"hispanic_women_advanced_degree",36.79
2000,"less_than_hs",14.67
2000,"high_school",20.8
2000,"some_college",23.68
2000,"bachelors_degree",36.44
2000,"advanced_degree",45.99
2000,"men_less_than_hs",16.13
2000,"men_high_school",23.48
2000,"men_some_college",26.78
2000,"men_bachelors_degree",41.41
2000,"men_advanced_degree",51.48
2000,"women_less_than_hs",12.52
2000,"women_high_school",17.87
2000,"women_some_college",20.76
2000,"women_bachelors_degree",31.19
2000,"women_advanced_degree",39.36
2000,"white_less_than_hs",14.92
2000,"white_high_school",21.67
2000,"white_some_college",24.45
2000,"white_bachelors_degree",37.46
2000,"white_advanced_degree",46.57
2000,"black_less_than_hs",14.1
2000,"black_high_school",18.36
2000,"black_some_college",20.99
2000,"black_bachelors_degree",31
2000,"black_advanced_degree",40.75
2000,"hispanic_less_than_hs",14.54
2000,"hispanic_high_school",18.5
2000,"hispanic_some_college",21.58
2000,"hispanic_bachelors_degree",31.02
2000,"hispanic_advanced_degree",41.42
2000,"white_men_less_than_hs",16.72
2000,"white_men_high_school",24.8
2000,"white_men_some_college",27.86
2000,"white_men_bachelors_degree",42.9
2000,"white_men_advanced_degree",52.25
2000,"black_men_less_than_hs",15.26
2000,"black_men_high_school",19.98
2000,"black_men_some_college",22.9
2000,"black_men_bachelors_degree",32.07
2000,"black_men_advanced_degree",45.84
2000,"hispanic_men_less_than_hs",15.68
2000,"hispanic_men_high_school",19.92
2000,"hispanic_men_some_college",23.57
2000,"hispanic_men_bachelors_degree",33.68
2000,"hispanic_men_advanced_degree",46.32
2000,"white_women_less_than_hs",12.51
2000,"white_women_high_school",18.29
2000,"white_women_some_college",21.18
2000,"white_women_bachelors_degree",31.44
2000,"white_women_advanced_degree",39.68
2000,"black_women_less_than_hs",12.95
2000,"black_women_high_school",16.81
2000,"black_women_some_college",19.59
2000,"black_women_bachelors_degree",30.18
2000,"black_women_advanced_degree",36.87
2000,"hispanic_women_less_than_hs",12.29
2000,"hispanic_women_high_school",16.53
2000,"hispanic_women_some_college",19.38
2000,"hispanic_women_bachelors_degree",28.28
2000,"hispanic_women_advanced_degree",35.66
1999,"less_than_hs",14.61
1999,"high_school",20.67
1999,"some_college",23.36
1999,"bachelors_degree",35.76
1999,"advanced_degree",46.02
1999,"men_less_than_hs",16.16
1999,"men_high_school",23.31
1999,"men_some_college",26.34
1999,"men_bachelors_degree",40.71
1999,"men_advanced_degree",51.52
1999,"women_less_than_hs",12.42
1999,"women_high_school",17.78
1999,"women_some_college",20.55
1999,"women_bachelors_degree",30.53
1999,"women_advanced_degree",39.36
1999,"white_less_than_hs",14.97
1999,"white_high_school",21.44
1999,"white_some_college",24.18
1999,"white_bachelors_degree",36.64
1999,"white_advanced_degree",46.77
1999,"black_less_than_hs",13.92
1999,"black_high_school",18.19
1999,"black_some_college",20.54
1999,"black_bachelors_degree",30.96
1999,"black_advanced_degree",39.41
1999,"hispanic_less_than_hs",14.3
1999,"hispanic_high_school",18.65
1999,"hispanic_some_college",21
1999,"hispanic_bachelors_degree",31.28
1999,"hispanic_advanced_degree",43.81
1999,"white_men_less_than_hs",16.81
1999,"white_men_high_school",24.4
1999,"white_men_some_college",27.44
1999,"white_men_bachelors_degree",41.96
1999,"white_men_advanced_degree",52.44
1999,"black_men_less_than_hs",15.28
1999,"black_men_high_school",20.01
1999,"black_men_some_college",22.34
1999,"black_men_bachelors_degree",32.82
1999,"black_men_advanced_degree",42.9
1999,"hispanic_men_less_than_hs",15.44
1999,"hispanic_men_high_school",20.34
1999,"hispanic_men_some_college",22.9
1999,"hispanic_men_bachelors_degree",34.39
1999,"hispanic_men_advanced_degree",50.16
1999,"white_women_less_than_hs",12.42
1999,"white_women_high_school",18.22
1999,"white_women_some_college",21.01
1999,"white_women_bachelors_degree",30.77
1999,"white_women_advanced_degree",39.76
1999,"black_women_less_than_hs",12.72
1999,"black_women_high_school",16.42
1999,"black_women_some_college",19.21
1999,"black_women_bachelors_degree",29.54
1999,"black_women_advanced_degree",37.04
1999,"hispanic_women_less_than_hs",12.16
1999,"hispanic_women_high_school",16.38
1999,"hispanic_women_some_college",19.03
1999,"hispanic_women_bachelors_degree",28.09
1999,"hispanic_women_advanced_degree",35.95
1998,"less_than_hs",14.57
1998,"high_school",20.39
1998,"some_college",23.02
1998,"bachelors_degree",34.97
1998,"advanced_degree",44.49
1998,"men_less_than_hs",16.04
1998,"men_high_school",22.99
1998,"men_some_college",25.86
1998,"men_bachelors_degree",39.63
1998,"men_advanced_degree",49.41
1998,"women_less_than_hs",12.4
1998,"women_high_school",17.54
1998,"women_some_college",20.34
1998,"women_bachelors_degree",30.01
1998,"women_advanced_degree",38.56
1998,"white_less_than_hs",15.01
1998,"white_high_school",21.15
1998,"white_some_college",23.74
1998,"white_bachelors_degree",35.87
1998,"white_advanced_degree",45.34
1998,"black_less_than_hs",13.69
1998,"black_high_school",17.88
1998,"black_some_college",20.59
1998,"black_bachelors_degree",30.18
1998,"black_advanced_degree",38.59
1998,"hispanic_less_than_hs",14.13
1998,"hispanic_high_school",18.52
1998,"hispanic_some_college",21.1
1998,"hispanic_bachelors_degree",30.79
1998,"hispanic_advanced_degree",39.21
1998,"white_men_less_than_hs",16.88
1998,"white_men_high_school",24.06
1998,"white_men_some_college",26.88
1998,"white_men_bachelors_degree",40.98
1998,"white_men_advanced_degree",50.69
1998,"black_men_less_than_hs",14.74
1998,"black_men_high_school",19.6
1998,"black_men_some_college",22.33
1998,"black_men_bachelors_degree",32.05
1998,"black_men_advanced_degree",41.17
1998,"hispanic_men_less_than_hs",15.14
1998,"hispanic_men_high_school",20.18
1998,"hispanic_men_some_college",22.84
1998,"hispanic_men_bachelors_degree",33.66
1998,"hispanic_men_advanced_degree",42.99
1998,"white_women_less_than_hs",12.43
1998,"white_women_high_school",17.97
1998,"white_women_some_college",20.71
1998,"white_women_bachelors_degree",30.28
1998,"white_women_advanced_degree",38.8
1998,"black_women_less_than_hs",12.57
1998,"black_women_high_school",16.25
1998,"black_women_some_college",19.29
1998,"black_women_bachelors_degree",28.68
1998,"black_women_advanced_degree",36.92
1998,"hispanic_women_less_than_hs",12.1
1998,"hispanic_women_high_school",16.27
1998,"hispanic_women_some_college",19.21
1998,"hispanic_women_bachelors_degree",27.55
1998,"hispanic_women_advanced_degree",34.36
1997,"less_than_hs",14.07
1997,"high_school",19.95
1997,"some_college",22.54
1997,"bachelors_degree",33.44
1997,"advanced_degree",43.68
1997,"men_less_than_hs",15.44
1997,"men_high_school",22.58
1997,"men_some_college",25.33
1997,"men_bachelors_degree",37.84
1997,"men_advanced_degree",48.47
1997,"women_less_than_hs",12.02
1997,"women_high_school",17.11
1997,"women_some_college",19.85
1997,"women_bachelors_degree",28.84
1997,"women_advanced_degree",37.8
1997,"white_less_than_hs",14.44
1997,"white_high_school",20.72
1997,"white_some_college",23.29
1997,"white_bachelors_degree",34.27
1997,"white_advanced_degree",44.54
1997,"black_less_than_hs",13.53
1997,"black_high_school",17.43
1997,"black_some_college",19.89
1997,"black_bachelors_degree",28.11
1997,"black_advanced_degree",36.01
1997,"hispanic_less_than_hs",13.61
1997,"hispanic_high_school",17.85
1997,"hispanic_some_college",20.37
1997,"hispanic_bachelors_degree",29.64
1997,"hispanic_advanced_degree",38.56
1997,"white_men_less_than_hs",16.2
1997,"white_men_high_school",23.71
1997,"white_men_some_college",26.42
1997,"white_men_bachelors_degree",38.95
1997,"white_men_advanced_degree",49.6
1997,"black_men_less_than_hs",14.71
1997,"black_men_high_school",19.11
1997,"black_men_some_college",21.36
1997,"black_men_bachelors_degree",30.09
1997,"black_men_advanced_degree",39.08
1997,"hispanic_men_less_than_hs",14.46
1997,"hispanic_men_high_school",19.44
1997,"hispanic_men_some_college",22.11
1997,"hispanic_men_bachelors_degree",31.8
1997,"hispanic_men_advanced_degree",40.93
1997,"white_women_less_than_hs",11.98
1997,"white_women_high_school",17.51
1997,"white_women_some_college",20.23
1997,"white_women_bachelors_degree",29.21
1997,"white_women_advanced_degree",38.3
1997,"black_women_less_than_hs",12.25
1997,"black_women_high_school",15.83
1997,"black_women_some_college",18.78
1997,"black_women_bachelors_degree",26.6
1997,"black_women_advanced_degree",33.9
1997,"hispanic_women_less_than_hs",11.83
1997,"hispanic_women_high_school",15.66
1997,"hispanic_women_some_college",18.37
1997,"hispanic_women_bachelors_degree",27.23
1997,"hispanic_women_advanced_degree",34.91
1996,"less_than_hs",13.95
1996,"high_school",19.62
1996,"some_college",22.11
1996,"bachelors_degree",32.5
1996,"advanced_degree",43.35
1996,"men_less_than_hs",15.45
1996,"men_high_school",22.11
1996,"men_some_college",24.79
1996,"men_bachelors_degree",36.8
1996,"men_advanced_degree",47.89
1996,"women_less_than_hs",11.75
1996,"women_high_school",16.92
1996,"women_some_college",19.55
1996,"women_bachelors_degree",27.98
1996,"women_advanced_degree",37.61
1996,"white_less_than_hs",14.25
1996,"white_high_school",20.39
1996,"white_some_college",22.86
1996,"white_bachelors_degree",33.33
1996,"white_advanced_degree",44.07
1996,"black_less_than_hs",13.58
1996,"black_high_school",16.9
1996,"black_some_college",19.12
1996,"black_bachelors_degree",27.48
1996,"black_advanced_degree",36.19
1996,"hispanic_less_than_hs",13.57
1996,"hispanic_high_school",17.41
1996,"hispanic_some_college",20.05
1996,"hispanic_bachelors_degree",28.59
1996,"hispanic_advanced_degree",41.41
1996,"white_men_less_than_hs",16.11
1996,"white_men_high_school",23.23
1996,"white_men_some_college",25.8
1996,"white_men_bachelors_degree",37.9
